school,year,race,orientation,major,legacy,highschool,gender,geography,financialAid,athlete,affiliation,How do you view your intelligence compared with that of the average student who is studying the same subject as you are?,How do you view your intelligence compared with that of your average peer from your high school?,How do you view your intelligence compared with that of the average student on your campus?,What restaurant serves the best thai food in Hanover?,What restaurant serves the best pizza in Hanover?,What restaurant serves the best burger in Hanover?,Please select up to three of your favorite restaurants in Hanover. ,"Overall, what DDS location serves the best food?",What DDS location serves the best coffee?,What restaurant cuisine do you think is most missing from Hanover?\n,"During an average term, how often do you eat in a restaurant off-campus?",Which on-Campus dining plan do you think is the best?,"What advice, if any, would you give to other students about dining on or off campus?",What do you think is the best dish in Hanover?\n
Dartmouth,2019,white,heterosexual/straight,Engineering Sciences,other,parochial,man,Mid-Atlantic,no,none,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Biological Sciences,no,public,woman,West,no,varsity,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Geography,no,public,woman,New England,no,club,sorority,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,Economics,no,public,woman,New England,no,varsity,sorority,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,american indian,bisexual,"Native American Studies, Psychological and Brain Sciences",no,private,woman,Midwest,yes,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2020,american indian,bisexual,"Native American Studies, Psychological and Brain Sciences",no,public,woman,other,yes,none,none,Much lower,Slightly lower,Slightly lower,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Economics,yes,private,man,Mid-Atlantic,no,club,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,other,yes,public,woman,New England,no,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,asian,heterosexual/straight,Computer Science,no,public,man,New England,yes,club,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,Engineering Sciences,no,public,man,West,no,club,fraternity,Slightly higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Political Science,no,private,woman,Non-Continental,yes,varsity,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,Psychological and Brain Sciences,no,parochial,woman,New England,no,club,sorority,Much lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Pre-Medical,no,private,woman,West,no,club,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,Political Science,no,private,man,Mid-Atlantic,no,varsity,fraternity,Average,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Economics, Political Science",no,private,man,International,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,Chemistry,no,public,woman,West,no,none,sorority,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2016,hispanic/latino,gay/lesbian,"Anthropology, Physics and Astronomy",no,public,man,New England,no,none,none,Slightly higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2020,other,bisexual,Psychological and Brain Sciences,no,public,woman,other,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,two or more races,heterosexual/straight,Psychological and Brain Sciences,no,public,other,West,yes,none,none,Slightly lower,Much higher,Average,,,,,,,,,,,
Dartmouth,2016,white,heterosexual/straight,"Economics, Pre-Medical",no,private,woman,New England,no,varsity,sorority,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,"Economics, Physics and Astronomy",yes,public,man,New England,no,none,none,Slightly higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2017,white,queer,"Anthropology, Women‰Ûªs and Gender Studies (and Sexuality)",no,private,woman,Mid-Atlantic,no,none,sorority,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,"Pre-Medical, Engineering Sciences",no,private,woman,International,yes,none,none,Average,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Engineering Sciences,no,private,woman,Mid-Atlantic,yes,none,sorority,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,Earth Sciences,no,public,man,West,no,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Pre-Medical, Political Science",no,private,woman,West,no,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,Computer Science,no,public,woman,New England,yes,none,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,other,white,heterosexual/straight,Engineering Sciences,no,private,man,New England,yes,none,none,Slightly lower,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,black or african-american,heterosexual/straight,Engineering Sciences,no,private,woman,Midwest,yes,none,none,Slightly lower,Average,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Music, Psychological and Brain Sciences",no,public,man,Mid-Atlantic,no,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,Engineering Sciences,yes,private,man,New England,no,varsity,fraternity,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,two or more races,heterosexual/straight,English,no,public,man,West,no,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,Engineering Sciences,no,public,man,Mid-Atlantic,yes,none,fraternity,Much lower,Much higher,Much lower,,,,,,,,,,,
Dartmouth,2018,hispanic/latino,heterosexual/straight,"Economics, Political Science",no,private,man,Midwest,yes,none,fraternity,Much higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Psychological and Brain Sciences,no,public,woman,West,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,Biological Sciences,no,public,woman,New England,yes,none,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2018,black or african-american,heterosexual/straight,History,no,private,man,South,yes,none,none,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2018,asian,heterosexual/straight,"Asian/Mideast Lang & Lit, Psychological and Brain Sciences",no,public,man,Mid-Atlantic,yes,club,none,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,"Engineering Sciences, Political Science",no,public,woman,Midwest,no,none,sorority,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Biological Sciences,no,public,woman,South,yes,none,none,Much lower,Much higher,Much lower,,,,,,,,,,,
Dartmouth,2019,two or more races,heterosexual/straight,"Economics, Statistics",no,public,woman,West,no,none,sorority,Much lower,Slightly higher,Much lower,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Computer Science,yes,public,man,New England,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,Psychological and Brain Sciences,no,public,woman,West,no,none,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2019,asian,heterosexual/straight,Economics,no,public,man,South,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,hispanic/latino,heterosexual/straight,Political Science,no,public,woman,West,yes,club,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Chemistry,no,public,woman,New England,yes,varsity,none,Slightly higher,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Mathematics,no,private,woman,International,no,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Anthropology, Biological Sciences",no,public,woman,Mid-Atlantic,yes,club,none,Slightly higher,Average,Much higher,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,"Philosophy, Theater",yes,private,woman,West,no,club,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,asian,heterosexual/straight,"English, Film and Media Studies",no,private,woman,International,yes,none,sorority,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2019,other,heterosexual/straight,"Political Science, Sociology",no,private,man,Mid-Atlantic,no,club,fraternity,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Earth Sciences, Political Science",yes,private,man,Mid-Atlantic,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Political Science,yes,public,woman,New England,yes,none,sorority,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,Economics,no,private,woman,New England,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2019,black or african-american,heterosexual/straight,Political Science,no,public,woman,Mid-Atlantic,yes,none,sorority,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2019,two or more races,heterosexual/straight,"Anthropology, Political Science",no,public,woman,Mid-Atlantic,yes,club,sorority,Slightly lower,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2019,asian,heterosexual/straight,Cognitive Science,no,private,woman,Mid-Atlantic,yes,none,none,Average,Slightly higher,Much lower,,,,,,,,,,,
Dartmouth,2019,asian,heterosexual/straight,"Political Science, Geography",no,public,woman,International,yes,club,sorority,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,"Computer Science, Economics",no,public,woman,West,yes,none,none,Slightly lower,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Economics,no,other,woman,Mid-Atlantic,no,varsity,none,Average,Average,Average,,,,,,,,,,,
Dartmouth,2019,asian,heterosexual/straight,"Statistics, Political Science",no,private,woman,International,no,none,sorority,Much lower,Slightly lower,Much lower,,,,,,,,,,,
Dartmouth,2020,white,bisexual,Engineering Sciences,yes,public,man,West,no,none,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,hispanic/latino,heterosexual/straight,Biological Sciences,no,private,man,South,yes,none,none,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2017,asian,questioning,"Computer Science, Economics",no,private,man,New England,no,none,fraternity,Much higher,Slightly higher,Much higher,,,,,,,,,,,
Dartmouth,other,white,bisexual,Computer Science,yes,private,woman,West,other,none,other,Average,Average,Average,,,,,,,,,,,
Dartmouth,2018,hispanic/latino,heterosexual/straight,Political Science,yes,private,man,Mid-Atlantic,no,club,fraternity,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,"Biological Sciences, Theater",yes,public,woman,Midwest,yes,none,coed,Slightly lower,Average,Slightly lower,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,"Economics, Engineering Sciences",yes,private,woman,West,no,club,sorority,Average,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2017,black or african-american,heterosexual/straight,Engineering Sciences,no,public,man,Mid-Atlantic,yes,none,none,Much lower,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,Political Science,no,private,man,International,yes,club,none,Slightly lower,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,Biological Sciences,no,public,woman,New England,yes,none,none,Slightly higher,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,"Economics, Political Science",no,public,man,Mid-Atlantic,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Engineering Sciences,no,private,woman,West,no,none,sorority,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Physics and Astronomy, Psychological and Brain Sciences",yes,public,man,New England,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Political Science,no,public,man,West,yes,none,none,Slightly lower,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,Art History,no,private,man,International,no,none,none,Much higher,Average,Slightly higher,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,Asian/Mideast Studies,yes,public,woman,New England,no,none,sorority,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,"Pre-Medical, Psychological and Brain Sciences",no,public,woman,New England,no,varsity,sorority,Average,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Economics,no,private,man,New England,no,club,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,"Economics, Physics and Astronomy",no,public,man,Mid-Atlantic,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Computer Science,no,public,man,Midwest,yes,none,none,Slightly lower,Much higher,Average,,,,,,,,,,,
Dartmouth,2019,two or more races,heterosexual/straight,"Anthropology, Environmental Studies",no,public,man,New England,yes,club,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,Computer Science,no,public,man,New England,no,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,asian,gay/lesbian,Anthropology,no,private,man,West,no,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,Computer Science,no,public,man,South,yes,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,Economics,no,public,man,Mid-Atlantic,yes,club,fraternity,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,Environmental Studies,no,private,woman,International,no,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2020,hispanic/latino,heterosexual/straight,Engineering Sciences,no,public,man,West,yes,none,none,Much lower,Much higher,Much lower,,,,,,,,,,,
Dartmouth,2020,hispanic/latino,heterosexual/straight,Computer Science,no,private,man,West,yes,none,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,american indian,heterosexual/straight,Environmental Studies,no,public,woman,Midwest,yes,none,none,Average,Much higher,Much lower,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,Economics,no,public,woman,Mid-Atlantic,yes,none,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,Economics,no,public,man,New England,no,none,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,"Geography, Anthropology",no,public,man,South,yes,none,none,Slightly lower,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Psychological and Brain Sciences,yes,private,woman,South,no,club,sorority,Slightly lower,Slightly higher,Slightly lower,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,Engineering Sciences,yes,private,woman,New England,yes,club,sorority,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,Psychological and Brain Sciences,no,public,man,West,yes,varsity,fraternity,Slightly lower,Much higher,Average,,,,,,,,,,,
Dartmouth,2019,two or more races,bisexual,"Philosophy, Theater",no,public,man,Midwest,yes,none,fraternity,Slightly higher,Much higher,Average,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Economics,no,private,man,Mid-Atlantic,no,none,none,Much higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Engineering Sciences,no,private,man,Mid-Atlantic,no,none,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,Biological Sciences,yes,public,woman,West,yes,club,none,Average,Much higher,Average,,,,,,,,,,,
Dartmouth,2019,white,heterosexual/straight,Political Science,yes,public,man,New England,no,club,none,Slightly higher,Much higher,Slightly higher,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,Physics and Astronomy,no,public,man,Mid-Atlantic,yes,none,none,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2018,white,heterosexual/straight,Earth Sciences,no,private,woman,Mid-Atlantic,no,club,sorority,Slightly higher,Much higher,Slightly lower,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,"Geography, Spanish and Portuguese",no,private,woman,New England,no,none,sorority,Average,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2017,white,heterosexual/straight,"Geography, Pre-Medical",yes,private,woman,Mid-Atlantic,no,none,sorority,Slightly higher,Slightly higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,"Engineering Sciences, Physics and Astronomy",yes,public,man,New England,yes,club,other,Slightly lower,Much higher,Average,,,,,,,,,,,
Dartmouth,2020,white,heterosexual/straight,Economics,no,public,man,Mid-Atlantic,yes,varsity,none,Much higher,Much higher,Much higher,,,,,,,,,,,
Dartmouth,2017,asian,gay/lesbian,Political Science,no,private,woman,International,yes,none,none,Slightly higher,Slightly higher,Slightly higher,,,,,,,,,,,
Dartmouth,2020,asian,heterosexual/straight,Economics,no,public,man,New England,no,none,none,Average,Much higher,Average,,,,,,,,,,,
